Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes,Genre,Style,Votes,Comments,Weighted Rating
DFTD058R,Manijama Featuring Mukupa & L'il T,No No No,Defected,"12""",4.21,2003,132067,Uncategorized,2024-12-10 13:31:38,,,,Electronic,House,42,0,4.187719254032258
NUDI 001,Swoop (3) / Groove Rebels,Black Market / Breakpoint (Nudisco Remix),"Craft Music, Hammarskjöld","12""",4.27,2007,1139088,Uncategorized,2025-01-22 05:52:10,,,,Electronic,Tech House,11,0,4.186491129032259
Robsoul 58,Phil Weeks,So High EP,Robsoul Recordings,"12"", EP",4.24,2007,1143516,House,2024-12-08 07:56:28,,,,Electronic,Deep House,17,0,4.186202523413111
CORLP014,Pig & Dan,Imagine,Cocoon Recordings,"2x12"", Album",4.2,2007,1068124,Uncategorized,2024-12-10 12:51:40,,,,Electronic,"Techno, Tech House, Minimal",64,0,4.18579843879239
"OVM173, OVM-173",Nick & Danny Chatelain,Is Killing Me,"Ovum Recordings, Ovum Recordings","12""",4.2,2005,584780,Uncategorized,2024-12-08 03:44:34,,,,Electronic,"Acid House, Deep House",56,0,4.184175403225807
MOM009,Syntec & Linus Quick,Sheepskin,Momentum,"12""",4.33,2009,1699422,minimal,2024-12-08 03:11:38,,,,Electronic,"Techno, Minimal",6,0,4.183613911290323
Screen 013,Various,Stefano Greppi - Technologies In House Music  - Vinyl Sampler One,Screen Recordings,"12"", Smplr",4.33,2006,813944,Techno,2024-12-07 08:42:44,,,,Electronic,"Progressive House, Ambient",6,0,4.183613911290323
WHIST 003,Various,Whist Minimal Session,Whist Records,"12""",4.33,2009,1916880,Uncategorized,2024-12-10 13:45:11,,,,Electronic,"Techno, Minimal",6,0,4.183613911290323
moon0022,Ante Perry,Beach Power,Moonbootique Records,"12""",4.21,2006,822797,Uncategorized,2024-12-10 11:35:42,,,,Electronic,"House, Electro House",33,0,4.183452728208648
GPM073,Paul Ritch,June,Get Physical Music,"12""",4.2,2007,999038,minimal,2024-12-08 03:13:33,,,,Electronic,"Minimal, Tech House",51,0,4.182958126550869
PPH_001,Sven Tasnadi,Trouble EP,Polymorph (2),"12"", EP, Ltd, Whi",4.22,2008,1561098,minimal,2024-12-09 12:49:07,,,,Electronic,"Techno, Minimal",23,0,4.182494006102877
12C2007,Exhibit A (2),G Minor,Cr2 Records,"12""",4.2,2004,429695,Uncategorized,2024-12-08 04:42:49,,,,Electronic,House,44,0,4.180901348720801
CR-018,Scratch Massive,Like You Said,Chateaurouge,"12""",4.25,2007,1163062,Uncategorized,2025-01-22 05:47:40,,,,Electronic,"Electro, Minimal",12,0,4.180472239454095
D-TEC 18,Martin Brodin,Semitone Shuffle 'Remixes,Deeplay Soultec,"12""",4.25,2008,1332776,Uncategorized,2024-12-10 10:16:27,,,,Electronic,"Deep House, Tech House",12,0,4.180472239454095
MUNICH005,Andy Warhol (2),NYC 1978 The Fabric,Munich (2),"12"", S/Sided",4.25,2006,777767,tech house,2024-12-09 06:09:53,,,,Electronic,Tech House,12,0,4.180472239454095
ork003,Fish Go Deep,Soul,Ork Recordings,"12""",4.25,2006,660085,tech house,2024-12-08 04:01:29,,,,Electronic,"Electro, Tech House",12,0,4.180472239454095
USM028,Sergio Fernandez,Unforgettable Summer 2006,T.U.S.O.M. Recordings,"12""",4.25,2006,647031,progressive house,2024-12-07 09:27:59,,,,Electronic,Progressive House,12,0,4.180472239454095
INTAC017,Anton Pieete,Players,Intacto Records,"12""",4.2,2008,1541002,Uncategorized,2024-12-10 10:41:30,,,,Electronic,"Techno, Minimal",40,0,4.179486633811231
HW 76-249,Magan & Rodriguez,No Dare Un Paso Atrás,House Works,"12""",5.0,2007,1067633,House,2024-12-09 05:31:49,,,,Electronic,House,1,0,4.179485215053764
JEANS-PROMO-007,Soul Revenger,Disco Club Vol. 1 (3 Tracker E.P.),Jeans Recordings,"12"", EP, RE, W/Lbl, Sti",5.0,0,28222831,Uncategorized,2024-12-10 10:23:21,,,,Electronic,"House, Disco",1,0,4.179485215053764
monkeyboyz001,The Monkey Boyz,Body Work / Life,Monkey Boy Records (4),"12""",5.0,2006,2180966,Uncategorized,2024-12-10 10:23:47,,,,Electronic,House,1,0,4.179485215053764
mill009,The Millionaires (3),Fucked Up,Not On Label (Millionaire),"12"", Unofficial",5.0,2006,678179,House,2024-12-09 04:00:01,,,,Electronic,"House, Electro",1,0,4.179485215053764
OX5251,Kid Massive & DJ Groover Featuring Elliotte Williams N'Dure,Sweet Dreams,Oxyd Records,"12"", Promo",5.0,2008,2324418,House,2024-12-07 09:41:53,,,,Electronic,"House, Electro",1,0,4.179485215053764
RR-USB002,DJ Lion (3) & Mimi (23) Featuring T'yana,EP2,Remixator Records,"12"", EP",5.0,2007,1875737,Uncategorized,2024-12-09 06:12:13,,,,Electronic,"House, Electro",1,0,4.179485215053764
STP082,Andrea Mattioli & Gabriel C,Twister,Stereoseven Plus,"12""",5.0,2009,1893856,minimal,2024-12-09 03:08:08,,,,Electronic,"Progressive House, Techno, Minimal",1,0,4.179485215053764
STP086,Francesco Pittaluga,La Luna,Stereoseven Plus,"12""",5.0,2009,7134333,tech house,2024-12-08 02:55:08,,,,Electronic,Tech House,1,0,4.179485215053764
"STP068, STP 068",Alfie (5),Sophía,"Stereoseven Plus, Stereoseven Plus","12""",5.0,2008,1572211,Uncategorized,2024-12-10 12:08:11,,,,Electronic,Techno,1,0,4.179485215053764
UR008,Gersound,Ironik,Usual Recordings,"12""",5.0,2006,4370168,progressive house,2024-12-09 05:38:58,,,,Electronic,"Electro House, Progressive House",1,0,4.179485215053764
voices 025,Mike Perry (2) And Stephan M. Featuring Vanity (5),Psychadelic,Voices Records,"12"", Maxi",5.0,2007,5080960,Uncategorized,2025-01-22 05:01:33,,,,Electronic,"Progressive House, Electro House",1,0,4.179485215053764
HW 76-168,Various,House Works Re-Edited EP III,House Works,"12"", EP",4.29,2005,539676,Uncategorized,2024-12-10 10:39:17,,,,Electronic,House,7,0,4.177251344086022
KUM012,Khainz,Distance e.p.,Kumquat Tunes,"12"", EP",4.29,2009,1751631,minimal,2024-12-08 10:59:40,,,,Electronic,"Techno, Minimal",7,0,4.177251344086022
M|F17,Kaiserdisco,Traction,Micro.fon,"12""",4.29,2008,1580574,Uncategorized,2024-12-10 13:21:03,,,,Electronic,"Tech House, Minimal",7,0,4.177251344086022
SOS004,Tato (5) Feat. Hugo Rodriguez,Week Of Doctors,Sonic Society,"12""",4.29,2007,1128349,Uncategorized,2024-12-10 10:32:46,,,,Electronic,"Techno, Minimal, Tech House",7,0,4.177251344086022
TOP001,Pig & Dan,Baked,Topmodel Records,"12""",4.29,2009,2080653,minimal,2024-12-08 05:28:41,,,,Electronic,"Techno, Minimal",7,0,4.177251344086022
pm15,Marc DePulse,Something More Less,Playmate Music,"12""",4.22,2007,994879,Uncategorized,2024-12-07 10:14:50,,,,Electronic,"House, Electro",18,0,4.176633694556451
pm15,Marc DePulse,Something More Less,Playmate Music,"12""",4.22,2007,994879,Uncategorized,2025-01-22 03:57:00,,,,Electronic,"House, Electro",18,0,4.176633694556451
RFSP 029,Cicada,The Things You Say,Royal Flush Records,"12""",4.2,2006,829244,Uncategorized,2024-12-10 11:29:14,,,,Electronic,"House, Electro",30,0,4.174824505131965
rekorder 05,Rekorder,Rekorder 05,Rekorder,"12""",4.18,2006,653921,Uncategorized,2024-12-10 11:19:04,,,,Electronic,"Tech House, Minimal",127,0,4.174129632807138
none,Groove Cats,Once In A Lifetime Groove,Superstar Recordings,"12""",4.23,2006,758896,Uncategorized,2024-12-10 10:33:06,,,,Electronic,House,13,0,4.1734177120669065
TCLA 0025-6,Tube-Tech & D.A.V.E. The Drummer,Wake Up,T:Classixx,"12""",4.21,2008,1332322,Uncategorized,2024-12-10 11:48:22,,,,Electronic,Techno,19,0,4.172190249266862
CLR22,Alex Bau,Diabolika E.P.,CLR (2),"12"", EP",4.19,2008,1391611,Uncategorized,2024-12-10 10:43:13,,,,Electronic,Techno,37,0,4.171025063251107
barqltd037,Beesley & Minkella,Aurora,Baroque Limited Records,"12""",4.5,2009,1632743,Uncategorized,2025-01-22 04:25:06,,,,Electronic,Progressive House,2,0,4.168267389112904
INV.016,Pablo Briales & Ruben Cano Feat. Era Serrano,The Sad Happiness,Inevitable Records,"12""",4.5,2007,4747507,progressive house,2024-12-09 02:55:59,,,,Electronic,"House, Progressive House",2,0,4.168267389112904
PBR 002,Blue Cell / Audiopunkz,Sunmilk,Pearldiver Beach Resort,"12""",4.5,2007,1070234,minimal,2024-12-09 05:27:45,,,,Electronic,"House, Minimal",2,0,4.168267389112904
PLASTIC 004,Someone Else (2),Radio Jones EP,Plastic Rules Music,"12"", EP",4.5,2009,1849644,minimal,2024-12-08 05:28:03,,,,Electronic,"Techno, Tech House, Minimal",2,0,4.168267389112904
HK48P1,Jay C & Oliver Lang,It Doesn't Matter,Hed Kandi,"12"", Promo",4.25,2007,1597452,Uncategorized,2024-12-08 05:31:15,,,,Electronic,House,8,0,4.167830828445748
HYR 7014,Maskio,Special Frequencies,Hell Yeah Recordings,"12""",4.25,2008,1395999,tech house,2024-12-09 04:34:26,,,,Electronic,Tech House,8,0,4.167830828445748
MD008,Adrian Martin & Santiago,My Friend,MAP Dark,"12""",4.25,2007,907700,House,2024-12-08 03:37:57,,,,Electronic,"House, Electro",8,0,4.167830828445748
MAU 021,Marc O'Tool,The Grail / My Manifest,Mauritius,"12""",4.25,2008,1563621,Uncategorized,2025-01-22 04:14:21,,,,Electronic,"Techno, Tech House",8,0,4.167830828445748
MAU 021,Marc O'Tool,The Grail / My Manifest,Mauritius,"12""",4.25,2008,1563621,Uncategorized,2025-01-22 04:16:11,,,,Electronic,"Techno, Tech House",8,0,4.167830828445748
VENMX 886 (N),Splittr,All Alone,Vendetta Records,"12""",4.25,2007,1142360,progressive house,2024-12-09 04:06:30,,,,Electronic,"Progressive House, House",8,0,4.167830828445748
Wahrhaft 04,Phunklarique & Dejonka,Reflections In Plexiglass,Wahrhaft,"12""",4.25,2009,1908347,minimal,2024-12-09 02:48:13,,,,Electronic,"Tech House, Minimal",8,0,4.167830828445748
PLAYR 19T2,Black Strobe,Shining Bright Star EP,Playlouderecordings,"12"", EP",4.2,2007,950504,Uncategorized,2024-12-08 03:51:17,,,,Electronic,"Electroclash, Electro House",20,0,4.167419947817837
PLAYR 19T2,Black Strobe,Shining Bright Star EP,Playlouderecordings,"12"", EP",4.2,2007,950504,Uncategorized,2024-12-08 08:00:26,,,,Electronic,"Electroclash, Electro House",20,0,4.167419947817837
VENMX 797 (N),David Tort & DJ Ruff Meet DJ Disciple,Changes,Vendetta Records,"12""",4.2,2007,939686,Uncategorized,2024-12-08 10:30:32,,,,Electronic,"House, Electro",20,0,4.167419947817837
Karatemusik028,Andreas Henneberg / Plaff,KarateSplit Volume 1,KarateMusik,"12"", Cle",4.21,2007,1025571,Uncategorized,2024-12-10 11:01:06,,,,Electronic,"Minimal, Tech House",14,0,4.165438508064517
party 02,Kiko,Nevermind,Partyservice,"12""",4.21,2009,1920307,Uncategorized,2025-01-22 04:13:02,,,,Electronic,"Techno, Minimal",14,0,4.165438508064517
party 02,Kiko,Nevermind,Partyservice,"12""",4.21,2009,1920307,Uncategorized,2025-01-22 04:16:20,,,,Electronic,"Techno, Minimal",14,0,4.165438508064517
CNTXT33,Shonky,Chocotox,Contexterrior,"12"", EP",4.18,2009,1809113,tech house,2024-12-09 02:39:03,,,,Electronic,"House, Tech House",34,0,4.162755796370968
DFTD166,DJD Feat. Phillipa Alexander,Ball & Chain,Defected,"12""",4.2,2007,1148903,Uncategorized,2024-12-08 05:13:59,,,,Electronic,House,15,0,4.161802697441602
JLY015,Tomy DeClerque & F.Sonik,Pleasant Noise,Jesus Loved You,"12""",4.2,2008,1603355,Techno,2024-12-08 03:08:05,,,,Electronic,"Techno, Tech House",15,0,4.161802697441602
MTR2321,Dyno,Redokow,Mantra Vibes,"12""",4.2,2007,978980,minimal,2024-12-08 03:40:36,,,,Electronic,"Techno, Minimal",15,0,4.161802697441602
REB027,James Teej,Spending Life,Rebirth,"12""",4.2,2009,1816348,House,2024-12-08 10:54:36,,,,Electronic,Deep House,15,0,4.161802697441602
KOM EX 45,Jürgen Paape / Tom Pooks,Speicher 45,Kompakt Extra,"12""",4.17,2007,885133,minimal,2024-12-09 12:30:45,,,,Electronic,"Tech House, Minimal",65,0,4.161294661086157
ALPH 0050-6,Porno,Music Power,Alphabet City,"12""",4.18,2005,506993,Uncategorized,2024-12-10 10:31:32,,,,Electronic,"House, Electro",28,0,4.160292338709677
GETFREAKY005,Groovestylerz,We Are Family,Get Freaky!,"12""",4.22,2006,863823,Uncategorized,2024-12-08 05:10:41,,,,Electronic,"House, Electro",9,0,4.159664270687237
MBELEK055,Q'hey,Freak Out In,MB Elektronics,"12""",4.22,2009,2053721,Techno,2024-12-08 10:59:18,,,,Electronic,Techno,9,0,4.159664270687237
PLAT009,Various,09.#08,Platform B Recordings,"12""",4.22,2008,1570005,Uncategorized,2025-01-22 06:55:46,,,,Electronic,"Techno, Minimal, Tech House",9,0,4.159664270687237
VENMX 691 (N),Sam Perez & Dariush,Across The Ocean,Vendetta Records,"12""",4.22,2006,653030,Uncategorized,2024-12-10 10:36:21,,,,Electronic,"Progressive House, Electro",9,0,4.159664270687237
VILLA009,Raw Shape,Let It Go,Villanova Recordings,"12""",4.22,2006,812837,progressive house,2024-12-08 03:09:28,,,,Electronic,"Progressive House, House, Electro",9,0,4.159664270687237
KOM EX 62,MOTOR (2) / Alex Millan & Lorent Air,Speicher 62,Kompakt Extra,"12""",4.17,2008,1483688,minimal,2024-12-09 02:22:40,,,,Electronic,"Tech House, Minimal",52,0,4.15957997311828
12C2080,Mark Brown,New Heights,Cr2 Records,"12""",4.33,2008,1415255,tech house,2024-12-09 08:11:36,,,,Electronic,"House, Electro, Tech House",3,0,4.157781072106262
informale 07/2,The Electricalz & Luca Doobie,Oceanic 815,Informale,"12""",4.33,2009,1861043,Uncategorized,2025-01-22 04:33:35,,,,Electronic,"Techno, Minimal, Tech House",3,0,4.157781072106262
KOLMO006,Terje Bakke,Thieves,Kol Mojito Records,"12""",4.33,2008,1694705,Uncategorized,2024-12-10 13:16:51,,,,Electronic,Tech House,3,0,4.157781072106262
none,Unknown Artist,Throw / You Too,Not On Label,"12"", Unofficial",4.33,0,26081107,progressive house,2024-12-09 05:30:23,,,,Electronic,"House, Progressive Trance, Progressive House",3,0,4.157781072106262
Stealth33,Pillbox,Pounding Your Soul (2006 Remixes),Stealth Records (2),"12"", Gre",4.33,2006,709426,Uncategorized,2024-12-08 08:11:09,,,,Electronic,"House, Electro",3,0,4.157781072106262
VAR 001,Martin Brodin,One,Variance Recordings,"12""",4.33,2007,1118062,tech house,2024-12-08 04:45:49,,,,Electronic,"Electro, Tech House",3,0,4.157781072106262
VILLA011,Ken Adams,Believe In Love,Villanova Recordings,"12""",4.33,2007,1467835,Uncategorized,2024-12-10 11:42:04,,,,Electronic,House,3,0,4.157781072106262
WASTED001,Lush 7 & Bas Molendyk,Unwind,Wasted (2),"12""",4.33,2007,1149417,Uncategorized,2024-12-10 11:37:56,,,,Electronic,"Techno, Electro",3,0,4.157781072106262
Compost 312-1,Robert Owens,Happy / Never Give Up (Remixes),Compost Records,"12""",4.19,2008,1528234,House,2024-12-08 02:41:04,,,,Electronic,House,16,0,4.157742607526882
MEMO eight,Mark Broom,Twenty Nine (Remixes),Memo,"12""",4.19,2009,1697993,Uncategorized,2024-12-10 10:47:48,,,,Electronic,"Techno, Tech House",16,0,4.157742607526882
Comf 006,Various,Untitled,Comfortable Records,"12""",4.18,2007,1009925,Uncategorized,2024-12-10 10:31:01,,,,Electronic,"Techno, Minimal",22,0,4.157007728494623
MONEY001,Dire Straits Vs. Beat Sleyer,Money For Nothing (Beat Sleyer Remix),Not On Label (Dire Straits),"12"", S/Sided, Unofficial",4.18,2005,431121,Uncategorized,2024-12-10 11:33:23,,,,Electronic,House,22,0,4.157007728494623
supdub 008,Daniel Steinberg,Cry All Night,Supdub,"12""",4.17,2009,1743242,Uncategorized,2024-12-10 10:42:20,,,,Electronic,"House, Minimal",36,0,4.156245564516129
AFULTD.13,Butch,Mushroom Man,AFU Limited,"12""",4.16,2008,1245174,minimal,2024-12-09 03:45:27,,,,Electronic,"Techno, Electro, Minimal",128,0,4.1561428044070885
"MAU 019, MAURITIUS 19",Marc O'Tool,The Sinner In Me,"Mauritius, Mauritius","12""",4.17,2007,1031687,House,2024-12-08 02:55:58,,,,Electronic,"House, Electro",29,0,4.154006470367592
MIS003,Sébastien Léger,Venus / Jupiter,Mistakes Music,"12""",4.17,2007,1113763,tech house,2024-12-08 10:23:36,,,,Electronic,Tech House,29,0,4.154006470367592
ANT 19,Alessio Mereu,The Bomb E.P.,Analytic Trail,"12"", EP",4.2,2008,1373714,Uncategorized,2025-01-22 05:58:45,,,,Electronic,"Techno, Minimal",10,0,4.153844926075269
FTW 011,Daniel Sender,Ich Sende E.P.,F.T.W. Recordingz,"12"", EP",4.2,2009,1640156,minimal,2024-12-07 09:07:54,,,,Electronic,"Techno, Minimal, Tech House",10,0,4.153844926075269
FACHMANN 02,Fachmann,Fachmann 02,Fachmann Tonträger,"12""",4.2,2008,1342309,minimal,2024-12-09 13:02:09,,,,Electronic,"Minimal, Tech House",10,0,4.153844926075269
Heiland001,Unknown Artist,Blood On The Cross,Heiland,"12""",4.2,2009,1660044,minimal,2024-12-08 11:07:00,,,,Electronic,"Techno, Minimal",10,0,4.153844926075269
Heiland001,Unknown Artist,Blood On The Cross,Heiland,"12""",4.2,2009,1660044,minimal,2024-12-09 08:40:11,,,,Electronic,"Techno, Minimal",10,0,4.153844926075269
RBR004,Tim Davison,Waking Strangers,Re*Brand,"12""",4.2,2007,952177,Uncategorized,2024-12-11 05:58:07,,,,Electronic,"Progressive House, House",10,0,4.153844926075269
RELAX2010,Harry Axt,Stopp E:P:,Relax 2000 Records,"12""",4.2,2010,2179445,Techno,2024-12-08 03:00:42,,,,Electronic,Techno,10,0,4.153844926075269
glk003,Christian Quast,Dream Of Me EP,Glückskind Schallplatten,"12"", EP",4.18,2007,885069,tech house,2024-12-09 12:28:28,,,,Electronic,Tech House,17,0,4.15329929760666
GSR057,Tobias Lützenkirchen,Paperboy,Great Stuff Recordings,"12""",4.16,2008,1246803,minimal,2024-12-07 09:42:34,,,,Electronic,"Minimal, Minimal Techno",57,0,4.152285608814175
YR122,Max Graham,Crank,Yoshitoshi Recordings,"12""",4.17,2006,822931,Uncategorized,2024-12-10 12:56:43,,,,Electronic,Progressive House,24,0,4.151902058573854
Play 131,Rework,Love Love Love Yeah,Playhouse,"12""",4.16,2007,888359,tech house,2024-12-09 08:22:35,,,,Electronic,"Electro, Tech House",51,0,4.151573511166253
ABR 111,Phunk Investigation,Can You Remember,Absolutely Records,"12""",4.25,2009,9571056,Uncategorized,2025-01-22 04:29:59,,,,Electronic,"Techno, Minimal Techno",4,0,4.149571012544803
Aromamusic 013,Juri Tørner,Sorry ???,Aromamusic,"12"", M/Print",4.25,2007,970127,Uncategorized,2024-12-10 10:59:11,,,,Electronic,"Electro, Tech House",4,0,4.149571012544803
STMP103,Robert M,Rospierdol Po Krakowsku EP,Stomp Recordings,"12"", EP",4.25,2005,1957172,Uncategorized,2024-12-10 11:00:10,,,,Electronic,"House, Electro",4,0,4.149571012544803
GO 192192,Lite Lovers Feat. Joanna (3),Going Crazy,Stop And Go,"12""",4.25,2007,1085537,Uncategorized,2024-12-08 03:53:30,,,,Electronic,House,4,0,4.149571012544803
SUNSET001,Bias (7) & Raul C. Feat. Anna B,Love Was A Game,Sunset Records (3),"12""",4.25,2006,811179,Uncategorized,2024-12-10 10:58:59,,,,Electronic,Progressive House,4,0,4.149571012544803
TRAPEZ ltd 79,Amir (7),Minds Move Mountains,Trapez Ltd,"3xFile, MP3, 320",4.25,2009,1830122,tech house,2024-12-09 13:05:37,,,,Electronic,Tech House,4,0,4.149571012544803
MTR 2242,Gaznevada / Confusional Quartet,Confuzed Disco Sampler 1,Mantra Vibes,"12""",4.16,2005,583178,Uncategorized,2024-12-10 12:01:16,,,,Electronic,"Italo-Disco, Techno, Electro",37,0,4.149260357368754
Goldseries 002,Man-D.A.,Goldseries 2,Goldseries,"12"", Ltd",4.17,2007,1024391,Uncategorized,2024-12-10 11:46:00,,,,Electronic,"Techno, Minimal",18,0,4.148508694556452
UW 9621-12,Marc O'Tool,Stauffenberg / Paralysed,Underworld Recordings,"12""",4.16,2001,110849,Uncategorized,2024-12-09 12:07:52,,,,Electronic,Progressive Trance,32,0,4.148093004908836
John 03-6,Vedrenn,Shift Command,John Henry Records,"12""",4.18,2006,846645,Uncategorized,2024-12-09 12:15:40,,,,Electronic,"House, Electro",11,0,4.146891129032258
GIVE2MAD001,Madonna,Give It To Me (Fedde Le Grand Mixes),Not On Label (Madonna),"12"", Unofficial",4.18,2008,1451116,Uncategorized,2024-12-10 12:39:13,,,,Electronic,"Progressive House, House",11,0,4.146891129032258
AMIGOS 001,DJ Link,Primeiro EP,Amigos Recordings,"12"", EP",4.16,2007,1101243,Uncategorized,2025-01-22 05:44:08,,,,Electronic,Techno,25,0,4.145955851943755
CLR20,Chris Liebing,Bangbop / Puckelbop,CLR (2),"12""",4.15,2007,1166654,Uncategorized,2024-12-10 10:44:43,,,,Electronic,"Techno, Minimal",62,0,4.144635239813243
CLR28,Alex Bau,Red Chromosome,CLR (2),"12""",4.16,2009,1881619,Uncategorized,2024-12-10 11:16:20,,,,Electronic,Techno,19,0,4.1434023704789835
CLRST02,Brian Sanhaji,Stereotype: The Remixes,CLR (2),"12""",4.16,2009,1810919,minimal,2024-12-08 11:13:19,,,,Electronic,"Techno, Minimal",19,0,4.1434023704789835
ME09,Adam Beyer,Dactyl,Mad Eye,"12""",4.16,2010,2261620,Uncategorized,2024-12-11 06:02:09,,,,Electronic,"Techno, Tech House, Minimal Techno",19,0,4.1434023704789835
bab013,Gun & Gore,Wearing Flip Flops,Babylon Records,"12""",4.2,2007,1053841,Uncategorized,2024-12-10 10:31:35,,,,Electronic,Progressive House,5,0,4.141698853989814
MSR 116,Candy Williams & Whiteside,Time Is Right,Milk & Sugar Recordings,"12""",4.2,2008,1694779,Uncategorized,2024-12-10 10:38:33,,,,Electronic,"House, Electro",5,0,4.141698853989814
GRUVEN001,Thomas Feijk,Fraud,Öften Grüven Recordings,"12""",4.2,2007,945504,Uncategorized,2024-12-10 11:41:39,,,,Electronic,Progressive House,5,0,4.141698853989814
software09,Ezio,15m2 E.P.,Software,"12"", EP",4.2,2007,1005434,Uncategorized,2024-12-10 13:07:47,,,,Electronic,"Minimal, Tech House",5,0,4.141698853989814
STP092,Spartaque,Methamorph / Freshener,Stereoseven Plus,"12""",4.2,2009,1894376,minimal,2024-12-08 02:48:46,,,,Electronic,"Progressive House, Techno, Minimal Techno",5,0,4.141698853989814
STP100,Spartaque & Andrea Bertolini,Interstellar Space,Stereoseven Plus,"12""",4.2,2009,1852431,Techno,2024-12-08 02:47:58,,,,Electronic,"Techno, Tech House",5,0,4.141698853989814
76224,Various,Sushi EP Vol.2,Sushi Music Spain,"12""",4.2,2006,2049034,Uncategorized,2024-12-08 02:52:28,,,,Electronic,Progressive Trance,5,0,4.141698853989814
TRAPEZ ltd 86,Butch,Reshef,Trapez LTD,"12""",4.2,2010,2212105,tech house,2024-12-07 09:51:08,,,,Electronic,Tech House,5,0,4.141698853989814
VENMX 534 (N),Carlos Gallardo,Flamenco Groove Part II (Tribute To Entre Dos Aguas),Vendetta Records,"12""",4.2,2004,339872,Uncategorized,2024-12-10 11:30:13,,,,Electronic,House,5,0,4.141698853989814
DANCE ELECTRIC 10,DJ Remo Feat. Chelonis R. Jones,Empire,Dance Electric,"12""",4.15,2007,885992,tech house,2024-12-08 04:57:31,,,,Electronic,Tech House,27,0,4.140055566483085
OPSM008,Moritz Piske,Ein Känguruh Im Clubraum / Huldigung Den Triolen,Opossum Recordings,"12""",4.15,2006,657510,Uncategorized,2024-12-10 10:14:57,,,,Electronic,"Techno, Minimal",27,0,4.140055566483085
MTR2291,John Acquaviva & Madox,Feedback,Mantra Vibes,"12""",4.15,2006,716178,Uncategorized,2024-12-10 10:19:11,,,,Electronic,Electro House,26,0,4.139806955645161
MOUSE 004,Cirez D,Punch Drunk / Copyrat,Mouseville,"12""",4.14,2006,607912,Uncategorized,2024-12-10 12:04:26,,,,Electronic,"Techno, Electro",144,0,4.13830555839118
Arti 004,Rune And Michael Rune / Rune,Bariton / Sister,ArtiFarti Records,"12""",4.15,2007,1078012,Uncategorized,2024-12-10 11:44:43,,,,Electronic,"Electro, Tech House",20,0,4.138008183111955
TRT22,Various,Toolroom Knights EP1,"Toolroom Knights, Toolroom Records","12"", EP",4.15,2006,827899,Uncategorized,2024-12-10 11:53:03,,,,Electronic,"Progressive House, Electro, Tech House",20,0,4.138008183111955
PRY LTD 001,Pryda,Genesis,Pryda Recordings,"12"", S/Sided",4.14,2007,1032158,progressive house,2024-12-07 10:06:55,,,,Electronic,"Progressive House, House",84,0,4.13726814516129
attr028,Jim Tonique & Patrick Bryze,Better World - Part 1,Attractive,"12"", Ltd, Promo",4.17,2007,1163156,Uncategorized,2024-12-10 11:31:07,,,,Electronic,House,6,0,4.1356139112903225
KR001,Andreas Bergmann,Shoe Shine Glamour / Moral Fiber,Klopfgeist,"12""",4.17,2007,1142776,minimal,2024-12-09 03:43:08,,,,Electronic,"Minimal, Tech House",6,0,4.1356139112903225
WORK0016,Masters At Work Vs. Enur,Work Vs. Enur,"Not On Label (Masters At Work), Not On Label (Enur)","12"", Unofficial",4.17,2007,1013651,House,2024-12-08 10:24:19,,,,Electronic,House,6,0,4.1356139112903225
RELAX2005,Harry Axt,Wiscuits / She Is Different,Relax 2000 Records,"12""",4.17,2009,1813510,minimal,2024-12-09 13:15:20,,,,Electronic,"Techno, Minimal",6,0,4.1356139112903225
SPC 060,Maurizio Gubellini feat. Melanie Rossotto,Leave Me Alone,Spectra Records,"12""",4.17,2008,1386538,Uncategorized,2024-12-07 09:44:04,,,,Electronic,"House, Electro",6,0,4.1356139112903225
OVER 175-12,102nd Century,J-String / E.E.E.D.L.,Overdrive,"12""",4.15,2009,1705467,minimal,2024-12-09 02:44:21,,,,Electronic,Minimal,13,0,4.134899193548387
FV02,Antix Feat. Rob Salmon,Tame The Beast,Flow Vinyl,"12""",4.14,2006,727570,progressive house,2024-12-07 08:40:59,,,,Electronic,Progressive House,21,0,4.132350806451613
MBF 12062,Baggy Bukaddor & Tim Fishbeck,Raedereichen,My Best Friend,"12""",4.14,2010,2120387,Techno,2024-12-09 13:12:56,,,,Electronic,"Progressive House, Techno, Tech House",14,0,4.130438508064516
saved007,Anil Chawla & Dale Anderson,Makes Me Feel,Saved Records,"12""",4.14,2006,667435,Uncategorized,2025-01-22 06:56:08,,,,Electronic,"Progressive House, Tribal, Electro, Tech House",14,0,4.130438508064516
US 035,Antoine Clamaran,Take Off / Let's Get Together (Remixes),Unlimited Sounds,"12""",4.14,2006,700521,Uncategorized,2025-01-22 04:59:56,,,,Electronic,"House, Electro",14,0,4.130438508064516
ZENIT 33,Alex Bau,Shakin EP,Zenit,"12"", EP",4.14,2007,1000902,Techno,2024-12-09 06:12:47,,,,Electronic,Techno,14,0,4.130438508064516
30 GIANT WHEEL,H-Man,Turbo EP,Giant Wheel,"12"", EP",4.13,2006,610314,Uncategorized,2025-01-22 05:50:23,,,,Electronic,Tech House,68,0,4.128442417387883
